Message_Id,Movement_Type,Acid,AC_Type,IFR_VFR,Departure Airport,Departure Runway,Departure Date UTC,Arrival Airport,Arrival Runway,Arrival Date UTC,Civil Registration,Comments,Service Type,Site Code,Class
66787108,D,N781CK,PAY2,I ,CYOW,14,09/03/2017 17:43,KCLE,0,09/03/2017 17:43,N781CK,,ATC,CYOW,I
66787098,A,JZA524,CRJ9,I ,CYWG,0,09/03/2017 17:41,CYOW,32,09/03/2017 17:41,CFNJZ,,ATC,CYOW,I
66787009,A,JZA855,CRJ2,I ,KEWR,0,09/03/2017 17:36,CYOW,14,09/03/2017 17:36,CFIJA,,ATC,CYOW,I
66786831,D,N588ZJ,GL5T,I ,CYOW,14,09/03/2017 17:26,EHRD,0,09/03/2017 17:26,N588ZJ,ADSB PHONE 6564838870 E/0800 P/5 R/VE J/L D/2 12 C Y A/WHT C/NICHOLAS WILSON,ATC,CYOW,I
66786757,D,JZA628,CRJ2,I ,CYOW,14,09/03/2017 17:20,CYYG,0,09/03/2017 17:20,CGMJA,,ATC,CYOW,I
66786514,A,AWI4199,CRJ2,I ,KPHL,0,09/03/2017 17:10,CYOW,14,09/03/2017 17:10,N432AW,,ATC,CYOW,I
66786276,D,POE225,DH8D,I ,CYOW,14,09/03/2017 17:00,CYQM,0,09/03/2017 17:00,CGKQF,TCAS EQUIPPED,ATC,CYOW,I
66786284,A,ACA450,E190,I ,CYYZ,0,09/03/2017 16:59,CYOW,14,09/03/2017 16:59,CFMZD,TCAS,ATC,CYOW,I
66786201,D,POE226,DH8D,I ,CYOW,14,09/03/2017 16:54,CYTZ,0,09/03/2017 16:54,CGLQQ,TCAS EQUIPPED,ATC,CYOW,I
66786212,A,WJA340,B737,I ,CYWG,0,09/03/2017 16:52,CYOW,14,09/03/2017 16:52,CFXWJ,,ATC,CYOW,I
66786083,A,WEN3464,DH8D,I ,CYYZ,0,09/03/2017 16:48,CYOW,14,09/03/2017 16:48,CFIWE,,ATC,CYOW,I
66785605,A,FAB5054,B734,I ,CYWG,0,09/03/2017 16:23,CYOW,14,09/03/2017 16:23,CFFNC,,ATC,CYOW,I
66785638,A,POE225,DH8D,I ,CYTZ,0,09/03/2017 16:20,CYOW,14,09/03/2017 16:20,CGKQF,TCAS EQUIPPED,ATC,CYOW,I
66785362,D,WEN3463,DH8D,I ,CYOW,14,09/03/2017 16:08,CYYZ,0,09/03/2017 16:08,CFENY,,ATC,CYOW,I
66785358,D,POE221,DH8D,I ,CYOW,14,09/03/2017 16:06,CYHZ,0,09/03/2017 16:06,CGLQJ,TCAS EQUIPPED,ATC,CYOW,I
66785295,D,JZA980,DH8D,I ,CYOW,14,09/03/2017 16:04,CYUL,0,09/03/2017 16:04,CGGMI,,ATC,CYOW,I
66785285,D,ACA451,E190,I ,CYOW,14,09/03/2017 16:02,CYYZ,0,09/03/2017 16:02,CFHKE,TCAS,ATC,CYOW,I
66785299,A,POE226,DH8D,I ,CYHZ,0,09/03/2017 16:02,CYOW,14,09/03/2017 16:02,CGLQQ,TCAS EQUIPPED,ATC,CYOW,I
66785084,D,POE224,DH8D,I ,CYOW,14,09/03/2017 15:49,CYTZ,0,09/03/2017 15:49,CGKQE,TCAS EQUIPPED,ATC,CYOW,I
66784851,D,JZA850,CRJ2,I ,CYOW,14,09/03/2017 15:31,CYQM,0,09/03/2017 15:31,CFZJA,,ATC,CYOW,I
66784772,D,ACA449,E190,I ,CYOW,14,09/03/2017 15:27,CYYZ,0,09/03/2017 15:27,CFHNV,TCAS,ATC,CYOW,I
66784725,D,WEN3429,DH8D,I ,CYOW,14,09/03/2017 15:25,CYYZ,0,09/03/2017 15:25,CGENM,,ATC,CYOW,I
66784661,A,POE1221,DH8D,I ,CYTZ,0,09/03/2017 15:17,CYOW,14,09/03/2017 15:17,CGLQJ,TCAS EQUIPPED,ATC,CYOW,I
66784602,A,POE224,DH8D,I ,CYQM,0,09/03/2017 15:14,CYOW,14,09/03/2017 15:14,CGKQE,TCAS EQUIPPED,ATC,CYOW,I
66784404,A,ACA446,E190,I ,CYYZ,0,09/03/2017 15:00,CYOW,14,09/03/2017 15:00,CFHKE,TCAS,ATC,CYOW,I
66784294,D,POE216,DH8D,I ,CYOW,14,09/03/2017 14:46,CYTZ,0,09/03/2017 14:46,CGLQO,TCAS EQUIPPED,ATC,CYOW,I
66784281,A,WEN3462,DH8D,I ,CYYZ,0,09/03/2017 14:46,CYOW,14,09/03/2017 14:46,CFENY,,ATC,CYOW,I
66784239,D,JZA854,CRJ2,I ,CYOW,14,09/03/2017 14:40,KEWR,0,09/03/2017 14:40,CFIJA,,ATC,CYOW,I
66784170,D,CFC2522,C30J,I ,CYOW,14,09/03/2017 14:39,CYYT,0,09/03/2017 14:39,130608,TCAS EQUIPPED SLB 1000 E/0920 P/14 R/E S/PMD J/F D/3 138 C YELLOW A/GREY C/CAPT BEHRING 8 WING TRENTON,ATC,CYOW,I
66784109,D,SKW5732,CRJ2,I ,CYOW,14,09/03/2017 14:35,KORD,0,09/03/2017 14:35,N918SW,,ATC,CYOW,I
66783980,D,CJT270,B763,I ,CYOW,14,09/03/2017 14:23,CYFB,0,09/03/2017 14:23,CFPIJ,,ATC,CYOW,I
66783852,A,POE216,DH8D,I ,CYHZ,0,09/03/2017 14:08,CYOW,14,09/03/2017 14:08,CGLQO,TCAS EQUIPPED,ATC,CYOW,I
66783796,D,ACA447,A320,I ,CYOW,14,09/03/2017 14:00,CYYZ,0,09/03/2017 14:00,CGKOE,TCAS,ATC,CYOW,I
66783763,D,WEN3461,DH8D,I ,CYOW,14,09/03/2017 13:59,CYYZ,0,09/03/2017 13:59,CFIWE,,ATC,CYOW,I
66783761,A,ACA444,E190,I ,CYYZ,0,09/03/2017 13:59,CYOW,14,09/03/2017 13:59,CFHNV,TCAS,ATC,CYOW,I
66783757,D,POE213,DH8D,I ,CYOW,14,09/03/2017 13:55,CYHZ,0,09/03/2017 13:55,CGKQB,TCAS EQUIPPED,ATC,CYOW,I
66783649,D,CFSEF,M20T,I ,CYND,99,09/03/2017 13:44,CYND,99,09/03/2017 13:44,,ADSB HOLDING YOW 15 MINUTES 2 APPROACHES IN CYOW 30 MINUTES,ATC,CYOW,L
66783648,A,CFSEF,M20T,I ,CYND,99,09/03/2017 13:44,CYND,99,09/03/2017 13:44,,ADSB HOLDING YOW 15 MINUTES 2 APPROACHES IN CYOW 30 MINUTES,ATC,CYOW,L
66783664,D,MPE436,B733,I ,CYOW,14,09/03/2017 13:43,CYFB,0,09/03/2017 13:43,CGZCN,,ATC,CYOW,I
66783669,A,SKW5480,CRJ2,I ,KORD,0,09/03/2017 13:42,CYOW,14,09/03/2017 13:42,N918SW,,ATC,CYOW,I
66783653,D,JZA16,CRJ9,I ,CYOW,14,09/03/2017 13:40,CYQR,0,09/03/2017 13:40,CFJJZ,,ATC,CYOW,I
66783610,A,CFC2522,C30J,I ,CYTR,0,09/03/2017 13:39,CYOW,14,09/03/2017 13:39,130608,TCAS EQUIPPED SLB 1000 E/1015 P/9 R/E S/PMD J/F D/3 138 C YELLOW A/GREY C/CAPT BEHRING 8 WING TRENTON,ATC,CYOW,I
66783600,A,ASP503,C25A,I ,CCR3,0,09/03/2017 13:38,CYOW,14,09/03/2017 13:38,CFASW,PHONE 4037302344 NONRNP10 ALT CYUL,ATC,CYOW,I
66783536,D,JZA632,DH8D,I ,CYOW,14,09/03/2017 13:30,CYHZ,0,09/03/2017 13:30,CGUJZ,,ATC,CYOW,I
66783547,D,EDV3916,CRJ2,I ,CYOW,14,09/03/2017 13:26,KDTW,0,09/03/2017 13:26,N8837B,,ATC,CYOW,I
66783493,A,POE213,DH8D,I ,CYTZ,0,09/03/2017 13:15,CYOW,14,09/03/2017 13:15,CGKQB,TCAS EQUIPPED,ATC,CYOW,I
66783378,D,ACA445,E190,I ,CYOW,14,09/03/2017 13:05,CYYZ,0,09/03/2017 13:05,CFNAN,TCAS,ATC,CYOW,I
66783393,A,ACA442,A320,I ,CYYZ,0,09/03/2017 13:04,CYOW,14,09/03/2017 13:04,CGKOE,TCAS,ATC,CYOW,I
66783376,D,ACA1262,E190,I ,CYOW,14,09/03/2017 13:01,KMCO,0,09/03/2017 13:01,CFHJU,TCAS,ATC,CYOW,I
66783373,A,WEN3505,DH8D,I ,CYHZ,0,09/03/2017 13:00,CYOW,14,09/03/2017 13:00,CFIWE,,ATC,CYOW,I
66783350,A,WEN3460,DH8D,I ,CYYZ,0,09/03/2017 12:56,CYOW,14,09/03/2017 12:56,CGENM,,ATC,CYOW,I
66783268,D,WEN3482,DH8D,I ,CYOW,14,09/03/2017 12:44,CYHZ,0,09/03/2017 12:44,CFENJ,,ATC,CYOW,I
66783262,A,JZA631,CRJ9,I ,CYHZ,0,09/03/2017 12:40,CYOW,14,09/03/2017 12:40,CFJJZ,,ATC,CYOW,I
66783237,A,JZA671,DH8D,I ,CYUL,0,09/03/2017 12:38,CYOW,14,09/03/2017 12:38,CGUJZ,,ATC,CYOW,I
66783197,D,ACA343,A320,I ,CYOW,14,09/03/2017 12:33,CYVR,0,09/03/2017 12:33,CFXCD,NRP TCAS,ATC,CYOW,I
66783213,D,POE208,DH8D,I ,CYOW,14,09/03/2017 12:31,CYTZ,0,09/03/2017 12:31,CGLQK,TCAS EQUIPPED,ATC,CYOW,I
66783082,D,WEN3457,DH8D,I ,CYOW,14,09/03/2017 12:06,CYYZ,0,09/03/2017 12:06,CFENY,,ATC,CYOW,I
66783049,D,ACA443,E190,I ,CYOW,14,09/03/2017 12:04,CYYZ,0,09/03/2017 12:04,CFMZB,TCAS,ATC,CYOW,I
66783048,A,WEN3510,DH8D,I ,CYYZ,0,09/03/2017 12:03,CYOW,14,09/03/2017 12:03,CFENJ,,ATC,CYOW,I
66783059,A,ACA440,E190,I ,CYYZ,0,09/03/2017 12:01,CYOW,14,09/03/2017 12:01,CFNAN,TCAS,ATC,CYOW,I
66783039,D,AWI4149,CRJ2,I ,CYOW,14,09/03/2017 11:56,KPHL,0,09/03/2017 11:56,N445AW,,ATC,CYOW,I
66783000,D,JZA525,CRJ9,I ,CYOW,14,09/03/2017 11:47,CYWG,0,09/03/2017 11:47,CGJZT,,ATC,CYOW,I
66782892,D,WJA357,B737,I ,CYOW,14,09/03/2017 11:10,CYYZ,0,09/03/2017 11:10,CGWCM,,ATC,CYOW,I
66782845,D,ACA441,E190,I ,CYOW,14,09/03/2017 11:00,CYYZ,0,09/03/2017 11:00,CFHNV,TCAS,ATC,CYOW,I
66782833,D,WJA143,B737,I ,CYOW,14,09/03/2017 10:58,CYVR,0,09/03/2017 10:58,CFJWS,,ATC,CYOW,I
66782805,D,ASQ3892,E145,I ,CYOW,14,09/03/2017 10:54,KORD,0,09/03/2017 10:54,N15980,,ATC,CYOW,I
66782806,A,ACA344,A320,I ,CYVR,0,09/03/2017 10:53,CYOW,14,09/03/2017 10:53,CFXCD,NRP TCAS,ATC,CYOW,I
66782762,D,WJA517,B738,I ,CYOW,14,09/03/2017 10:40,CYYC,0,09/03/2017 10:40,CFKWJ,ADSB,ATC,CYOW,I
66782757,D,EDV3780,CRJ9,I ,CYOW,14,09/03/2017 10:36,KLGA,0,09/03/2017 10:36,N303PQ,,ATC,CYOW,I
66782727,D,CFC3701,CL60,I ,CYOW,14,09/03/2017 10:34,CYZF,0,09/03/2017 10:34,144617,ADSB RQD C/ E/0656 P/8 R/UVE S/M J/L D/2 16 A/WHT/RED,ATC,CYOW,I
66782725,D,ACA349,E190,I ,CYOW,14,09/03/2017 10:32,CYYC,0,09/03/2017 10:32,CFHNL,TCAS,ATC,CYOW,I
66782717,D,ACA341,A320,I ,CYOW,14,09/03/2017 10:24,CYVR,0,09/03/2017 10:24,CFNVV,TCAS,ATC,CYOW,I
66782655,D,ACA469,A320,I ,CYOW,14,09/03/2017 10:01,CYYZ,0,09/03/2017 10:01,CGKOE,TCAS,ATC,CYOW,I
66782664,D,JZA970,DH8D,I ,CYOW,14,09/03/2017 9:50,CYUL,0,09/03/2017 9:50,CGJZH,,ATC,CYOW,I
66782670,A,ACA362,E190,I ,CYEG,0,09/03/2017 9:26,CYOW,14,09/03/2017 9:26,CFMZB,TCAS,ATC,CYOW,I
66782646,D,ACA471,E190,I ,CYOW,14,09/03/2017 9:22,CYYZ,0,09/03/2017 9:22,CFHKA,TCAS,ATC,CYOW,I
66782524,A,LF4,A139,V ,CPK7,0,09/03/2017 6:31,CYOW,14,09/03/2017 6:31,,,ATC,CYOW,I
66782494,A,ACA342,A320,I ,CYVR,0,09/03/2017 6:13,CYOW,14,09/03/2017 6:13,CFNVV,NRP TCAS,ATC,CYOW,I
66782483,A,CFTMM,C150,V ,CYSB,0,09/03/2017 6:11,CYOW,14,09/03/2017 6:11,,PV/ PV,ATC,CYOW,I
66782474,A,CFTMM,C150,V ,CYYB,0,09/03/2017 6:08,CYOW,14,09/03/2017 6:08,,ETA:0620 PV,ATC,CYOW,I
66782384,A,ACA472,E190,I ,CYYZ,0,09/03/2017 5:20,CYOW,14,09/03/2017 5:20,CFHKA,TCAS,ATC,CYOW,I
66782341,A,LF4,A139,V ,CPV6,66,09/03/2017 5:05,CPK7,66,09/03/2017 5:05,,CHEO,ATC,CYOW,I
66782315,O,LF4,A139,V ,ZZZZ,88A,09/03/2017 4:56,ZZZZ,88A,09/03/2017 4:56,,,ATC,CYOW,O
66782312,A,ACA352,E190,I ,CYYC,0,09/03/2017 4:55,CYOW,14,09/03/2017 4:55,CFHJU,TCAS,ATC,CYOW,I
66782121,A,ACA470,A320,I ,CYYZ,0,09/03/2017 4:14,CYOW,14,09/03/2017 4:14,CGKOE,TCAS,ATC,CYOW,I
66782104,A,WJA374,B737,I ,CYYZ,0,09/03/2017 4:06,CYOW,14,09/03/2017 4:06,CGWCM,,ATC,CYOW,I
66782090,A,WJA612,B738,I ,CYYC,0,09/03/2017 4:03,CYOW,14,09/03/2017 4:03,CFKWJ,ADSB,ATC,CYOW,I
66782015,A,WJA142,B737,I ,CYVR,0,09/03/2017 3:46,CYOW,14,09/03/2017 3:46,CFJWS,,ATC,CYOW,I
66781886,A,CGCOH,C172,V ,CYTA,0,09/03/2017 3:23,CYOW,14,09/03/2017 3:23,,ETA:0405 PV,ATC,CYOW,I
66781883,A,CGCOH,C172,V ,CYOW,0,09/03/2017 3:22,CYTA,14,09/03/2017 3:22,,ETA:0140 PV,ATC,CYOW,I
66781814,O,CGCOH,C172,V ,CYOW,88A,09/03/2017 3:10,CYTA,88A,09/03/2017 3:10,,ETA:0140 PV,ATC,CYOW,O
66781788,D,ACA888,B763,I ,CYOW,14,09/03/2017 3:10,EGLL,0,09/03/2017 3:10,CFCAE,ADSB TCAS7.1,ATC,CYOW,I
66781748,A,JZA526,CRJ9,I ,CYWG,0,09/03/2017 3:03,CYOW,14,09/03/2017 3:03,CGJZT,,ATC,CYOW,I
66781689,A,FAB5075,AT43,I ,CYQT,0,09/03/2017 2:54,CYOW,14,09/03/2017 2:54,CFIQR,,ATC,CYOW,I
66781640,D,LF4,A139,V ,CYOW,60,09/03/2017 2:43,CYOW,60,09/03/2017 2:43,CGYNH,MEDEVAC BARRIESBAY,ATC,CYOW,I
66781533,A,JZA639,DH8D,I ,CYHZ,0,09/03/2017 2:32,CYOW,25,09/03/2017 2:32,CGGMI,,ATC,CYOW,I
66781457,A,ACA466,E190,I ,CYYZ,0,09/03/2017 2:21,CYOW,14,09/03/2017 2:21,CFHNV,TCAS,ATC,CYOW,I
66781133,A,WEN3514,DH8D,I ,CYYZ,0,09/03/2017 1:58,CYOW,14,09/03/2017 1:58,CFENY,,ATC,CYOW,I
66781137,A,JZA12,CRJ2,I ,CYUL,0,09/03/2017 1:56,CYOW,14,09/03/2017 1:56,CGMJA,,ATC,CYOW,I
66780866,A,EDV4112,CRJ2,I ,KDTW,0,09/03/2017 1:37,CYOW,14,09/03/2017 1:37,N8837B,,ATC,CYOW,I
66780776,A,ACA476,B763,I ,CYYZ,0,09/03/2017 1:29,CYOW,14,09/03/2017 1:29,CFCAE,ADSB TCAS7.1,ATC,CYOW,I
66780670,A,CFC01,CL60,I ,CYXY,0,09/03/2017 1:19,CYOW,14,09/03/2017 1:19,144614,TCAS EQUIPPED PADRA C/ E/0624 P/11 R/UVE S/PM J/LF D/NIL A/NAVY BLUE,ATC,CYOW,I
66780565,D,ACA838,B763,I ,CYOW,14,09/03/2017 1:07,EDDF,0,09/03/2017 1:07,CFCAB,ADSB TCAS7.1,ATC,CYOW,I
66780415,D,ACA467,E190,I ,CYOW,14,09/03/2017 0:55,CYYZ,0,09/03/2017 0:55,CFHKI,TCAS,ATC,CYOW,I
66780386,D,CGCOH,C172,V ,CYOW,14,09/03/2017 0:50,CYTA,0,09/03/2017 0:50,,PV PV,ATC,CYOW,I
66780163,D,CGPMR,C172,V ,CYOW,14,09/03/2017 0:37,CYOW,0,09/03/2017 0:37,,PV PV,ATC,CYOW,I
66780025,D,WEN3479,DH8D,I ,CYOW,14,09/03/2017 0:29,CYYZ,0,09/03/2017 0:29,CGWEN,,ATC,CYOW,I
66779999,O,FBPH,P28A,V ,CYRO,88B,09/03/2017 0:23,CYRO,88B,09/03/2017 0:23,,,ATC,CYOW,O
66779835,D,ACA363,E190,I ,CYOW,14,09/03/2017 0:18,CYEG,0,09/03/2017 0:18,CFMZB,TCAS,ATC,CYOW,I
66779820,O,FBPH,P28A,V ,ZZZZ,88A,09/03/2017 0:14,ZZZZ,88A,09/03/2017 0:14,,,ATC,CYOW,O
66779623,A,ACA464,E190,I ,CYYZ,0,09/03/2017 0:03,CYOW,14,09/03/2017 0:03,CFHKI,TCAS,ATC,CYOW,I
66779545,D,WJA225,B737,I ,CYOW,14,09/02/2017 23:58,CYEG,0,09/02/2017 23:58,CGWSY,ADSB,ATC,CYOW,I
66779326,A,CGSEL,PA34,V ,CYOW,14,09/02/2017 23:45,CYOW,14,09/02/2017 23:45,CGSEL,Full stop,ATC,CYOW,I
66779324,D,JZA636,CRJ9,I ,CYOW,14,09/02/2017 23:42,CYHZ,0,09/02/2017 23:42,CFJJZ,,ATC,CYOW,I
66779139,D,CGSEL,PA34,V ,CYOW,14,09/02/2017 23:33,CYOW,14,09/02/2017 23:33,CGSEL,Circuits,ATC,CYOW,L
66779138,A,CGSEL,PA34,V ,CYOW,14,09/02/2017 23:33,CYOW,14,09/02/2017 23:33,CGSEL,Circuits,ATC,CYOW,L
66779012,D,FAB5062,B734,I ,CYOW,14,09/02/2017 23:30,CYUL,0,09/02/2017 23:30,CFFNE,,ATC,CYOW,I
66779043,A,POE245,DH8D,I ,CYTZ,0,09/02/2017 23:30,CYOW,14,09/02/2017 23:30,CGLQK,TCAS EQUIPPED,ATC,CYOW,I
66779011,A,ACA473,E190,I ,CYUL,0,09/02/2017 23:26,CYOW,25,09/02/2017 23:26,CFMZB,TCAS,ATC,CYOW,I
66778963,O,GVUB,R44,V ,ZZZZ,88B,09/02/2017 23:24,CYRO,88B,09/02/2017 23:24,,,ATC,CYOW,O
66778962,O,GVUB,R44,V ,ZZZZ,88A,09/02/2017 23:20,CYRO,88A,09/02/2017 23:20,,,ATC,CYOW,O
66778877,D,JZA14,DH8A,I ,CYOW,14,09/02/2017 23:19,CYUL,0,09/02/2017 23:19,CFGRY,,ATC,CYOW,I
66778864,A,ACA462,E190,I ,CYYZ,0,09/02/2017 23:17,CYOW,25,09/02/2017 23:17,CFHNL,TCAS,ATC,CYOW,I
66778870,A,CFEVJ,C150,V ,CYOW,0,09/02/2017 23:16,CYOW,22,09/02/2017 23:16,CFEVJ,PA  030,ATC,CYOW,I
66778766,A,WEN3485,DH8D,I ,CYHZ,0,09/02/2017 23:14,CYOW,25,09/02/2017 23:14,CGWEN,,ATC,CYOW,I
66778694,D,ACA465,E190,I ,CYOW,14,09/02/2017 23:06,CYYZ,0,09/02/2017 23:06,CFNAJ,TCAS,ATC,CYOW,I
66778596,D,WJA613,B738,I ,CYOW,14,09/02/2017 23:01,CYYC,0,09/02/2017 23:01,CFYPB,ADSB,ATC,CYOW,I
66778281,A,JZA979,CRJ9,I ,CYUL,0,09/02/2017 22:46,CYOW,25,09/02/2017 22:46,CFJJZ,,ATC,CYOW,I
66778141,A,CFVZN,C172,V ,CYOW,0,09/02/2017 22:40,CYOW,22,09/02/2017 22:40,CFVZN,PV ETA:2358 PV,ATC,CYOW,I
66778091,D,ACA477,E190,I ,CYOW,14,09/02/2017 22:40,CYYZ,0,09/02/2017 22:40,CFHNV,TCAS,ATC,CYOW,I
66778088,A,ASQ3956,E145,I ,KEWR,0,09/02/2017 22:39,CYOW,25,09/02/2017 22:39,N15980,,ATC,CYOW,I
66778104,O,CGRMX,BALL,V ,CYOW,88B,09/02/2017 22:38,ZZZZ,88B,09/02/2017 22:38,CGRMX,CARLETON U,ATC,CYOW,O
66777992,A,LF4,A139,V ,CPP7,0,09/02/2017 22:32,CYOW,60,09/02/2017 22:32,CGYNH,CIVIC,ATC,CYOW,I
66777994,D,POE242,DH8D,I ,CYOW,14,09/02/2017 22:32,CYTZ,0,09/02/2017 22:32,CGLQE,TCAS EQUIPPED,ATC,CYOW,I
66777953,D,ACA345,A320,I ,CYOW,14,09/02/2017 22:29,CYVR,0,09/02/2017 22:29,CFTJR,NADP  NRP TCAS,ATC,CYOW,I
66777993,D,LF4,A139,V ,ZZZZ,66,09/02/2017 22:28,CPP7,66,09/02/2017 22:28,CGYNH,CIVIC,ATC,CYOW,I
66777787,A,JZA660,DH8A,I ,CYXU,0,09/02/2017 22:25,CYOW,25,09/02/2017 22:25,CFGRY,,ATC,CYOW,I
66777776,A,CGQNF,C150,V ,CYOW,0,09/02/2017 22:25,CYOW,22,09/02/2017 22:25,,PV ETA:2233 PV,ATC,CYOW,I
66777775,A,JZA637,DH8D,I ,CYHZ,0,09/02/2017 22:20,CYOW,25,09/02/2017 22:20,CGJZH,,ATC,CYOW,I
66777736,D,CGSEL,PA34,V ,CYOW,22,09/02/2017 22:18,CYOW,0,09/02/2017 22:18,CGSEL,PA 045,ATC,CYOW,I
66777742,D,CFEVJ,C150,V ,CYOW,22,09/02/2017 22:17,CYOW,0,09/02/2017 22:17,CFEVJ,PA  030,ATC,CYOW,I
66777639,D,JZA638,DH8D,I ,CYOW,14,09/02/2017 22:16,CYHZ,0,09/02/2017 22:16,CGGMI,,ATC,CYOW,I
66777689,O,CGRMX,BALL,V ,CYOW,88A,09/02/2017 22:15,ZZZZ,88A,09/02/2017 22:15,CGRMX,CARLETON U,ATC,CYOW,O
66777669,D,JZA966,CRJ2,I ,CYOW,14,09/02/2017 22:12,CYUL,0,09/02/2017 22:12,CFDJA,,ATC,CYOW,I
66777465,D,WJA24,B737,I ,CYOW,14,09/02/2017 22:10,CYYT,0,09/02/2017 22:10,CGVWJ,ADSB,ATC,CYOW,I
66777463,D,WEN3506,DH8D,I ,CYOW,14,09/02/2017 22:06,CYHZ,0,09/02/2017 22:06,CGWEP,,ATC,CYOW,I
66777310,D,ACA463,E190,I ,CYOW,14,09/02/2017 22:05,CYYZ,0,09/02/2017 22:05,CFMZD,TCAS,ATC,CYOW,I
66777364,A,CGCOH,C172,V ,CYOW,0,09/02/2017 22:03,CYOW,22,09/02/2017 22:03,CGCOH,CITY,ATC,CYOW,I
66777322,A,ACA460,E190,I ,CYYZ,0,09/02/2017 22:01,CYOW,14,09/02/2017 22:01,CFNAJ,TCAS,ATC,CYOW,I
66777233,D,POE239,DH8D,I ,CYOW,14,09/02/2017 21:58,CYHZ,0,09/02/2017 21:58,CGKQG,TCAS EQUIPPED,ATC,CYOW,I
66777205,A,ACA889,B763,I ,EGLL,0,09/02/2017 21:58,CYOW,25,09/02/2017 21:58,CFCAB,ADSB TCAS7.1,ATC,CYOW,I
66777258,O,CGCOH,C172,V ,CYOW,88A,09/02/2017 21:56,CYOW,88A,09/02/2017 21:56,CGCOH,CITY,ATC,CYOW,O
66777158,O,CGCOH,C172,V ,CYOW,88B,09/02/2017 21:53,CYOW,88B,09/02/2017 21:53,CGCOH,CITY,ATC,CYOW,O
66777095,A,CGLRG,C172,V ,CYOW,0,09/02/2017 21:51,CYOW,22,09/02/2017 21:51,,NL3PV ETA:2221 PV,ATC,CYOW,I
66777027,A,POE242,DH8D,I ,CYHZ,0,09/02/2017 21:50,CYOW,25,09/02/2017 21:50,CGLQE,TCAS EQUIPPED,ATC,CYOW,I
66777031,A,WJA368,B737,I ,CYYZ,0,09/02/2017 21:48,CYOW,14,09/02/2017 21:48,CGWSY,ADSB,ATC,CYOW,I
66777059,O,CGCOH,C172,V ,CYOW,88A,09/02/2017 21:47,CYOW,88A,09/02/2017 21:47,CGCOH,CITY,ATC,CYOW,O
66776859,D,CGCOH,C172,V ,CYOW,22,09/02/2017 21:40,CYOW,0,09/02/2017 21:40,CGCOH,CITY,ATC,CYOW,I
66776806,A,LF4,A139,V ,ZZZZ,66,09/02/2017 21:40,CPP7,66,09/02/2017 21:40,CGYNH,CIVIC,ATC,CYOW,I
66776768,D,ASQ3976,E145,I ,CYOW,14,09/02/2017 21:36,KORD,0,09/02/2017 21:36,N14573,,ATC,CYOW,I
66776757,A,ACA474,E190,I ,CYYZ,0,09/02/2017 21:36,CYOW,25,09/02/2017 21:36,CFHNV,TCAS,ATC,CYOW,I
66776702,O,CFLEF,WACF,V ,CYRO,88B,09/02/2017 21:35,CYRO,88B,09/02/2017 21:35,CFLEF,,ATC,CYOW,O
66776758,A,CGXAM,C150,V ,CYOW,22,09/02/2017 21:34,CYOW,22,09/02/2017 21:34,CGXAM,Full stop,ATC,CYOW,I
66776724,D,ACA478,E190,I ,CYOW,14,09/02/2017 21:34,CYUL,0,09/02/2017 21:34,CFMZB,TCAS,ATC,CYOW,I
66776718,D,ACA475,B763,I ,CYOW,14,09/02/2017 21:32,CYYZ,0,09/02/2017 21:32,CGHOZ,ADSB TCAS7.1,ATC,CYOW,I
66776798,A,CGPMR,C172,V ,CYOW,22,09/02/2017 21:32,CYOW,22,09/02/2017 21:32,CGPMR,CCTS,ATC,CYOW,I
66776799,D,CGPMR,C172,V ,CYOW,22,09/02/2017 21:31,CYOW,22,09/02/2017 21:31,CGPMR,CCTS,ATC,CYOW,L
66776797,A,CGPMR,C172,V ,CYOW,22,09/02/2017 21:31,CYOW,22,09/02/2017 21:31,CGPMR,CCTS,ATC,CYOW,L
66776554,A,JZA985,DH8D,I ,CYUL,0,09/02/2017 21:29,CYOW,25,09/02/2017 21:29,CGGMI,,ATC,CYOW,I
66776565,D,CGXAM,C150,V ,CYOW,22,09/02/2017 21:28,CYOW,22,09/02/2017 21:28,CGXAM,CCTS,ATC,CYOW,L
66776564,A,CGXAM,C150,V ,CYOW,22,09/02/2017 21:28,CYOW,22,09/02/2017 21:28,CGXAM,CCTS,ATC,CYOW,L
66776558,A,POE239,DH8D,I ,CYTZ,0,09/02/2017 21:27,CYOW,14,09/02/2017 21:27,CGKQG,TCAS EQUIPPED,ATC,CYOW,I
66776482,D,CGPMR,C172,V ,CYOW,22,09/02/2017 21:25,CYOW,22,09/02/2017 21:25,CGPMR,CCTS,ATC,CYOW,L
66776481,A,CGPMR,C172,V ,CYOW,22,09/02/2017 21:25,CYOW,22,09/02/2017 21:25,CGPMR,CCTS,ATC,CYOW,L
66776427,D,JZA527,CRJ9,I ,CYOW,14,09/02/2017 21:24,CYWG,0,09/02/2017 21:24,CFTJZ,,ATC,CYOW,I
66776443,D,CGXAM,C150,V ,CYOW,22,09/02/2017 21:22,CYOW,22,09/02/2017 21:22,CGXAM,CCTS,ATC,CYOW,L
66776442,A,CGXAM,C150,V ,CYOW,22,09/02/2017 21:22,CYOW,22,09/02/2017 21:22,CGXAM,CCTS,ATC,CYOW,L
