Message_Id,Movement_Type,Acid,AC_Type,IFR_VFR,Departure Airport,Departure Runway,Departure Date UTC,Arrival Airport,Arrival Runway,Arrival Date UTC,Civil Registration,Comments,Service Type,Site Code,Class
66812080,D,TSC480,A310,I ,CYYZ,23,09/05/2017 3:02,LPPT,0,09/05/2017 3:02,CFDAT,ADSB TCAS AGCS EQUIPPED CALLSIGN AIR TRANSAT RVR/175,ATC,CYYZ,I
66812087,A,GGN7373,CRJ2,I ,KIAD,A,09/05/2017 3:00,CYYZ,24R,09/05/2017 3:00,CGKEJ,,ATC,CYYZ,I
66812047,D,ROU1708,A319,I ,CYYZ,23,09/05/2017 2:58,CYYG,0,09/05/2017 2:58,CGBHO,TCAS OPERATED ON BEHALF OF ACA,ATC,CYYZ,I
66812055,A,ACA152,A321,I ,CYYC,A,09/05/2017 2:57,CYYZ,24R,09/05/2017 2:57,CFLKX,TCAS,ATC,CYYZ,I
66812030,D,ROU1930,B763,I ,CYYZ,23,09/05/2017 2:56,EGCC,0,09/05/2017 2:56,CGSCA,ADSB TCAS 7.1 OPERATED ON BEHALF OF ACA,ATC,CYYZ,I
66812024,A,GJS4537,CRJ7,I ,KDEN,A,09/05/2017 2:54,CYYZ,24R,09/05/2017 2:54,N151GJ,TCAS,ATC,CYYZ,I
66812013,D,ACA46,B789,I ,CYYZ,23,09/05/2017 2:53,VABB,0,09/05/2017 2:53,CFRTW,ADSB TCAS YK/2K08N29070SKR,ATC,CYYZ,I
66812019,A,ACA1118,E190,I ,CYQR,A,09/05/2017 2:52,CYYZ,24R,09/05/2017 2:52,CFHKA,TCAS,ATC,CYYZ,I
66812014,D,ACA476,B763,I ,CYYZ,23,09/05/2017 2:52,CYOW,0,09/05/2017 2:52,CFXCA,ADSB TCAS7.1,ATC,CYYZ,I
66811990,A,TSC882,B738,I ,KIAG,A,09/05/2017 2:50,CYYZ,24R,09/05/2017 2:50,CGTQC,CALLSIGN AIR TRANSAT TCAS RVR/175,ATC,CYYZ,I
66811984,D,WJA675,B736,I ,CYYZ,23,09/05/2017 2:50,CYYC,0,09/05/2017 2:50,CGWSJ,,ATC,CYYZ,I
66811976,A,ACA477,A320,I ,CYOW,A,09/05/2017 2:48,CYYZ,24R,09/05/2017 2:48,CFDRK,TCAS,ATC,CYYZ,I
66811999,A,ACA697,E190,I ,KPIT,A,09/05/2017 2:46,CYYZ,24R,09/05/2017 2:46,CFLWE,TCAS DVRSN,ATC,CYYZ,I
66811948,D,SKV7660,E170,I ,CYYZ,23,09/05/2017 2:45,KEWR,0,09/05/2017 2:45,CFRQN,C+5 TCAS SKV CALLSIGN MAPLE,ATC,CYYZ,I
66811959,A,ACA542,A320,I ,CYUL,A,09/05/2017 2:44,CYYZ,24R,09/05/2017 2:44,CFDSU,TCAS/DVRSN,ATC,CYYZ,I
66811962,D,JZA545,DH8D,I ,CYYZ,23,09/05/2017 2:44,CYQT,0,09/05/2017 2:44,CFSRJ,,ATC,CYYZ,I
66811960,D,JZA972,DH8D,I ,CYYZ,23,09/05/2017 2:43,CYSJ,0,09/05/2017 2:43,CGYJZ,,ATC,CYYZ,I
66811949,A,WJA674,B737,I ,CYYC,A,09/05/2017 2:42,CYYZ,24R,09/05/2017 2:42,CGWSO,ADSB,ATC,CYYZ,I
66811945,D,ROU1853,A321,I ,CYYZ,23,09/05/2017 2:41,KLAS,0,09/05/2017 2:41,CFJQD,TCAS OPERATED ON BEHALF OF ACA,ATC,CYYZ,I
66811952,A,ROU1705,A321,I ,CYDF,A,09/05/2017 2:41,CYYZ,24R,09/05/2017 2:41,CFJOK,TCAS OPERATED ON BEHALF OF ACA,ATC,CYYZ,I
66811921,A,ROU1895,A321,I ,KTPA,A,09/05/2017 2:36,CYYZ,24R,09/05/2017 2:36,CFJQH,TCAS OPERATED ON BEHALF OF ACA,ATC,CYYZ,I
66811860,D,GGN7345,CRJ2,I ,CYYZ,23,09/05/2017 2:35,KCVG,0,09/05/2017 2:35,CGOJA,,ATC,CYYZ,I
66811867,D,ACA1041,E190,I ,CYYZ,23,09/05/2017 2:33,KDEN,0,09/05/2017 2:33,CFNAJ,NRP TCAS,ATC,CYYZ,I
66811875,A,ACA186,A321,I ,CYVR,A,09/05/2017 2:32,CYYZ,24R,09/05/2017 2:32,CGJWD,C4 NRP TCAS,ATC,CYYZ,I
66811804,A,AIJ2840,A320,I ,MMUN,A,09/05/2017 2:29,CYYZ,24R,09/05/2017 2:29,XAING,C4 TCAS EQUIPPED,ATC,CYYZ,I
66811817,A,ACA174,A320,I ,CYEG,A,09/05/2017 2:27,CYYZ,24R,09/05/2017 2:27,CFTJR,C4 TCAS,ATC,CYYZ,I
66811773,A,SKV7716,E170,I ,KIAH,A,09/05/2017 2:25,CYYZ,24R,09/05/2017 2:25,CFEJL,C4 NRP TCAS SKV CALLSIGN MAPLE,ATC,CYYZ,I
66811740,D,ACA894,B789,I ,CYYZ,23,09/05/2017 2:23,LIMC,0,09/05/2017 2:23,CFNOG,ADSB TCAS 7.1,ATC,CYYZ,I
66811751,D,ROU1982,A319,I ,CYYZ,23,09/05/2017 2:22,MMMX,0,09/05/2017 2:22,CFYJP,B+5 TCAS 7.1 OPERATED ON BEHALF OF ACA,ATC,CYYZ,I
66811757,A,WJA716,B737,I ,CYVR,A,09/05/2017 2:22,CYYZ,24R,09/05/2017 2:22,CFWSV,C4,ATC,CYYZ,I
66811754,D,WJA252,B737,I ,CYYZ,23,09/05/2017 2:21,CYDF,0,09/05/2017 2:21,CGGWJ,,ATC,CYYZ,I
66811662,D,SWG801,B738,I ,CYYZ,23,09/05/2017 2:19,CYVR,0,09/05/2017 2:19,CGBZS,,ATC,CYYZ,I
66811667,A,AAL2584,MD83,I ,KDFW,A,09/05/2017 2:19,CYYZ,24R,09/05/2017 2:19,N966TW,,ATC,CYYZ,I
66811666,D,GGN7343,CRJ2,I ,CYYZ,23,09/05/2017 2:18,KCMH,0,09/05/2017 2:18,CGKGC,,ATC,CYYZ,I
66811679,A,WJA490,B738,I ,CYWG,A,09/05/2017 2:17,CYYZ,24R,09/05/2017 2:17,CGKWJ,,ATC,CYYZ,I
66811683,D,ROU1702,A319,I ,CYYZ,23,09/05/2017 2:17,CYDF,0,09/05/2017 2:17,CGBHR,TCAS OPERATED ON BEHALF OF ACA,ATC,CYYZ,I
66811676,D,SKV7620,E170,I ,CYYZ,23,09/05/2017 2:16,KDCA,0,09/05/2017 2:16,CFEKS,B+5 TCAS SKV CALLSIGN MAPLE,ATC,CYYZ,I
66811625,A,ACA016,B77L,I ,VHHH,A,09/05/2017 2:15,CYYZ,24R,09/05/2017 2:15,CFNNH,ADSB TCAS 7 1,ATC,CYYZ,I
66811630,D,GGN7290,B190,I ,CYYZ,23,09/05/2017 2:15,KROC,0,09/05/2017 2:15,CGHGA,C+5,ATC,CYYZ,I
66811638,A,ACA272,E190,I ,CYWG,A,09/05/2017 2:14,CYYZ,24R,09/05/2017 2:14,CFMZB,TCAS,ATC,CYYZ,I
66811626,D,ICE602,B752,I ,CYYZ,23,09/05/2017 2:13,BIKF,0,09/05/2017 2:13,TFFIO,ADSB RVR/200,ATC,CYYZ,I
66811632,A,DLH494,A333,I ,CYUL,A,09/05/2017 2:12,CYYZ,24R,09/05/2017 2:12,DAIKE,ADSB TCAS DIVERSION RECOVERY RVR/075,ATC,CYYZ,I
66811627,D,TSC595,B738,I ,CYYZ,23,09/05/2017 2:12,CYUL,0,09/05/2017 2:12,CFYQO,A+5OK CALLSIGN AIR TRANSAT TCAS RVR/175,ATC,CYYZ,I
66811645,A,DAL1990,B712,I ,KATL,A,09/05/2017 2:10,CYYZ,24R,09/05/2017 2:10,N979AT,,ATC,CYYZ,I
66811565,D,GGN7365,CRJ2,I ,CYYZ,23,09/05/2017 2:10,KDTW,0,09/05/2017 2:10,CFWRS,B+5,ATC,CYYZ,I
66811566,D,SKV7658,E170,I ,CYYZ,23,09/05/2017 2:09,KEWR,0,09/05/2017 2:09,CFEJC,C+5 TCAS SKV CALLSIGN MAPLE,ATC,CYYZ,I
66811559,A,TAP259,A332,I ,LPPT,A,09/05/2017 2:08,CYYZ,24R,09/05/2017 2:08,CSTOH,ADSB,ATC,CYYZ,I
66811567,D,ACA271,E190,I ,CYYZ,23,09/05/2017 2:08,CYWG,0,09/05/2017 2:08,CFHJU,TCAS,ATC,CYYZ,I
66811590,D,JZA960,DH8D,I ,CYYZ,23,09/05/2017 2:07,CYFC,0,09/05/2017 2:07,CGIJZ,A+5,ATC,CYYZ,I
66811598,A,WJA593,B736,I ,CYUL,A,09/05/2017 2:06,CYYZ,24R,09/05/2017 2:06,CGBWS,,ATC,CYYZ,I
66811578,D,GGN7374,CRJ2,I ,CYYZ,23,09/05/2017 2:05,KIAD,0,09/05/2017 2:05,CGKEZ,B+5,ATC,CYYZ,I
66811524,A,SKV7708,E170,I ,KAUS,A,09/05/2017 2:05,CYYZ,24R,09/05/2017 2:05,CFEKD,NRP TCAS SKV CALLSIGN MAPLE,ATC,CYYZ,I
66811494,D,ACA728,A319,I ,CYYZ,23,09/05/2017 2:04,KLGA,0,09/05/2017 2:04,CGITP,C+5 ADSB TCAS 7.1,ATC,CYYZ,I
66811506,A,WJA672,B737,I ,CYYC,A,09/05/2017 2:03,CYYZ,24R,09/05/2017 2:03,CFLWJ,ADSB,ATC,CYYZ,I
66811529,D,WEN3440,DH8D,I ,CYYZ,23,09/05/2017 2:02,CYQM,0,09/05/2017 2:02,CFENJ,A+5,ATC,CYYZ,I
66811523,A,ACA423,A320,I ,CYUL,A,09/05/2017 2:02,CYYZ,24R,09/05/2017 2:02,CFKCR,TCAS,ATC,CYYZ,I
66811518,D,WJA669,B737,I ,CYYZ,23,09/05/2017 2:01,CYYC,0,09/05/2017 2:01,CGYWJ,ADSB,ATC,CYYZ,I
66811465,D,AAL2588,MD83,I ,CYYZ,23,09/05/2017 2:00,KDFW,0,09/05/2017 2:00,N979TW,NRP,ATC,CYYZ,I
66811428,D,SKV7536,E170,I ,CYYZ,23,09/05/2017 2:00,KPHL,0,09/05/2017 2:00,CFEJB,B+5 TCAS SKV CALLSIGN MAPLE,ATC,CYYZ,I
66811453,A,ROU1869,B763,I ,KMCO,A,09/05/2017 2:00,CYYZ,24R,09/05/2017 2:00,CFMXC,ADSB TCAS 7.1 OPERATED ON BEHALF OF ACA,ATC,CYYZ,I
66811434,D,ACA787,A319,I ,CYYZ,23,09/05/2017 1:59,KLAX,0,09/05/2017 1:59,CGAPY,NRP TCAS,ATC,CYYZ,I
66811455,A,ACA7111,A333,I ,CYUL,A,09/05/2017 1:58,CYYZ,24R,09/05/2017 1:58,CGHKW,ADSB TCAS,ATC,CYYZ,I
66811431,D,GGN7286,B190,I ,CYYZ,23,09/05/2017 1:57,KSYR,0,09/05/2017 1:57,CGORN,C+5,ATC,CYYZ,I
66811440,A,WJA440,B737,I ,CYEG,A,09/05/2017 1:56,CYYZ,24R,09/05/2017 1:56,CGWBF,,ATC,CYYZ,I
66811454,D,SKV7669,E170,I ,CYYZ,23,09/05/2017 1:55,KDFW,0,09/05/2017 1:55,CFEJF,NRP TCAS SKV CALLSIGN MAPLE,ATC,CYYZ,I
66811365,D,ROU1752,A319,I ,CYYZ,23,09/05/2017 1:55,MUHA,0,09/05/2017 1:55,CFYNS,B+5 TCAS OPERATED ON BEHALF OF ACA,ATC,CYYZ,I
66811395,A,ROU1631,B763,I ,KFLL,A,09/05/2017 1:54,CYYZ,24R,09/05/2017 1:54,CFMWY,ADSB TCAS 7.1 OPERATED ON BEHALF OF ACA,ATC,CYYZ,I
66811372,D,WJA671,B738,I ,CYYZ,23,09/05/2017 1:53,CYYC,0,09/05/2017 1:53,CGWSZ,OK ADSB,ATC,CYYZ,I
66811381,A,WJA670,B738,I ,CYYC,A,09/05/2017 1:52,CYYZ,24R,09/05/2017 1:52,CFWSE,ADSB,ATC,CYYZ,I
66811378,D,ACA173,A320,I ,CYYZ,23,09/05/2017 1:51,CYEG,0,09/05/2017 1:51,CFPDN,TCAS,ATC,CYYZ,I
66811337,D,ROU1868,A321,I ,CYYZ,23,09/05/2017 1:50,KMCO,0,09/05/2017 1:50,CFJOU,B+5 TCAS OPERATED ON BEHALF OF ACA,ATC,CYYZ,I
66811331,A,ROU1945,B763,I ,SKBO,A,09/05/2017 1:50,CYYZ,24R,09/05/2017 1:50,CFMLZ,ADSB TCAS 7.1 OPERATED ON BEHALF OF ACA,ATC,CYYZ,I
66811346,A,ACA157,A320,I ,CYYT,A,09/05/2017 1:48,CYYZ,24R,09/05/2017 1:48,CGQCA,TCAS,ATC,CYYZ,I
66811343,A,ACA150,A321,I ,CYYC,A,09/05/2017 1:46,CYYZ,24R,09/05/2017 1:46,CGJWI,TCAS,ATC,CYYZ,I
66811249,A,GGN7349,CRJ1,I ,KCLT,A,09/05/2017 1:45,CYYZ,24R,09/05/2017 1:45,CFWJI,,ATC,CYYZ,I
66811268,A,ACA738,B789,I ,KSFO,A,09/05/2017 1:42,CYYZ,24R,09/05/2017 1:42,CFGDT,ADSB NRP TCAS 7.1,ATC,CYYZ,I
66811269,D,DAL1893,B712,I ,CYYZ,23,09/05/2017 1:42,KATL,0,09/05/2017 1:42,N985AT,,ATC,CYYZ,I
66811247,A,GGN7332,CRJ2,I ,KBNA,A,09/05/2017 1:40,CYYZ,24R,09/05/2017 1:40,CGKEM,,ATC,CYYZ,I
66811152,D,ACA882,B77W,I ,CYYZ,23,09/05/2017 1:40,EKCH,0,09/05/2017 1:40,CFRAM,OK ADSB TCAS 7.1,ATC,CYYZ,I
66811189,A,WJA1189,B738,I ,KLAS,A,09/05/2017 1:39,CYYZ,24R,09/05/2017 1:39,CFBWI,ADSB,ATC,CYYZ,I
66811176,D,ACA856,B77W,I ,CYYZ,23,09/05/2017 1:38,EGLL,0,09/05/2017 1:38,CFITL,OK ADSB TCAS 7.1,ATC,CYYZ,I
66811147,A,ROU1805,A319,I ,MKJS,A,09/05/2017 1:37,CYYZ,24R,09/05/2017 1:37,CFZUG,NRP TCAS OPERATED ON BEHALF OF ACA,ATC,CYYZ,I
66811180,D,ACA880,B77W,I ,CYYZ,23,09/05/2017 1:36,LFPG,0,09/05/2017 1:36,CFNNQ,OK ADSB TCAS 7.1,ATC,CYYZ,I
66811156,A,GGN7386,CRJ2,I ,KSTL,A,09/05/2017 1:35,CYYZ,24R,09/05/2017 1:35,CFWJF,,ATC,CYYZ,I
66811103,D,WJA1102,B738,I ,CYYZ,23,09/05/2017 1:35,KLAX,0,09/05/2017 1:35,CGWSV,OK,ATC,CYYZ,I
66811100,A,GGN7318,CRJ2,I ,KRDU,A,09/05/2017 1:33,CYYZ,24R,09/05/2017 1:33,CGTJA,,ATC,CYYZ,I
66811109,D,ACA739,B763,I ,CYYZ,23,09/05/2017 1:33,KSFO,0,09/05/2017 1:33,CFTCA,OK ADSB NRP TCAS7.1,ATC,CYYZ,I
66811090,A,EVA036,B77W,I ,RCTP,A,09/05/2017 1:32,CYYZ,24R,09/05/2017 1:32,B16728,ADSB TCAS II,ATC,CYYZ,I
66811099,D,GGN7329,CRJ1,I ,CYYZ,23,09/05/2017 1:31,KMKE,0,09/05/2017 1:31,CFWRR,OK,ATC,CYYZ,I
66811049,A,SKV7557,E170,I ,KATL,A,09/05/2017 1:30,CYYZ,24R,09/05/2017 1:30,CFRQM,TCAS SKV CALLSIGN MAPLE,ATC,CYYZ,I
66811017,D,ACA033,B77L,I ,CYYZ,23,09/05/2017 1:29,CYVR,0,09/05/2017 1:29,CFIUJ,ADSB TCAS 7.1,ATC,CYYZ,I
66811013,A,GGN7320,CRJ2,I ,KMCI,A,09/05/2017 1:28,CYYZ,24R,09/05/2017 1:28,CGOJA,,ATC,CYYZ,I
66811028,D,WJA723,B738,I ,CYYZ,23,09/05/2017 1:28,CYVR,0,09/05/2017 1:28,CFPLS,ADSB,ATC,CYYZ,I
66811012,A,WJA2581,B738,I ,MMUN,A,09/05/2017 1:27,CYYZ,24R,09/05/2017 1:27,CGKWA,ADSB,ATC,CYYZ,I
66811016,D,ACA541,A320,I ,CYYZ,23,09/05/2017 1:26,KSEA,0,09/05/2017 1:26,CFNVU,TCAS,ATC,CYYZ,I
66810908,A,CGDTR,GLEX,I ,KLAS,A,09/05/2017 1:25,CYYZ,24R,09/05/2017 1:25,CGDTR,ADSB,ATC,CYYZ,I
66810935,D,ROU1928,B763,I ,CYYZ,23,09/05/2017 1:24,EIDW,0,09/05/2017 1:24,CGHLA,OK ADSB TCAS 7.1 OPERATED ON BEHALF OF ACA,ATC,CYYZ,I
66810912,A,WJA2513,B738,I ,TBPB,A,09/05/2017 1:23,CYYZ,24R,09/05/2017 1:23,CFRWA,ADSB,ATC,CYYZ,I
66810909,D,WOW214,A321,I ,CYYZ,23,09/05/2017 1:23,BIKF,0,09/05/2017 1:23,TFWIN,ADSB CALLSIGN WOW AIR AGCS EQUIPPED,ATC,CYYZ,I
66810951,A,WJA714,B738,I ,CYVR,A,09/05/2017 1:21,CYYZ,24R,09/05/2017 1:21,CFUMF,ADSB,ATC,CYYZ,I
66810914,D,SWG805,B738,I ,CYYZ,23,09/05/2017 1:21,CYVR,0,09/05/2017 1:21,CFYJD,,ATC,CYYZ,I
66810868,D,ACA151,A321,I ,CYYZ,23,09/05/2017 1:20,CYYC,0,09/05/2017 1:20,CGJWO,OK TCAS,ATC,CYYZ,I
66810889,A,ACA118,B77W,I ,CYVR,A,09/05/2017 1:19,CYYZ,24R,09/05/2017 1:19,CFIVQ,ADSB NRP TCAS 7.1,ATC,CYYZ,I
66810875,D,ACA125,B788,I ,CYYZ,23,09/05/2017 1:18,CYVR,0,09/05/2017 1:18,CGHPV,ADSB TCAS 7.1,ATC,CYYZ,I
66810882,A,SKV7722,E170,I ,KSAT,A,09/05/2017 1:17,CYYZ,24R,09/05/2017 1:17,CFEJP,TCAS SKV CALLSIGN MAPLE,ATC,CYYZ,I
66810873,D,SKV7735,E170,I ,CYYZ,23,09/05/2017 1:16,KMSP,0,09/05/2017 1:16,CFEKI,TCAS SKV CALLSIGN MAPLE,ATC,CYYZ,I
66810804,A,ACA1116,E190,I ,CYQR,A,09/05/2017 1:15,CYYZ,24R,09/05/2017 1:15,CFLWK,TCAS,ATC,CYYZ,I
66810777,D,ACA878,B789,I ,CYYZ,23,09/05/2017 1:14,LSZH,0,09/05/2017 1:14,CFRTU,A+5 ADSB TCAS 7.1,ATC,CYYZ,I
66810772,D,TSC682,A332,I ,CYYZ,23,09/05/2017 1:12,LGAV,0,09/05/2017 1:12,CGITS,ADSB TCAS AGCS EQUIPPED CALL SIGN AIR TRANSAT RVR/175,ATC,CYYZ,I
66810823,A,ACA184,B763,I ,CYVR,A,09/05/2017 1:11,CYYZ,24R,09/05/2017 1:11,CGHOZ,ADSB NRP TCAS7.1,ATC,CYYZ,I
66810782,D,ACA123,B763,I ,CYYZ,23,09/05/2017 1:11,CYVR,0,09/05/2017 1:11,CFOCA,OK ADSB TCAS7.1,ATC,CYYZ,I
66810735,A,ACA172,A320,I ,CYEG,A,09/05/2017 1:10,CYYZ,24R,09/05/2017 1:10,CFDCA,TCAS,ATC,CYYZ,I
66810728,D,WJA529,B738,I ,CYYZ,23,09/05/2017 1:09,CYWG,0,09/05/2017 1:09,CFZRM,OK ADSB,ATC,CYYZ,I
66810722,A,CFLKY,CRJ2,I ,MYNN,A,09/05/2017 1:08,CYYZ,24R,09/05/2017 1:08,CFLKY,ADSB PHONE 9056730287 SATCOM 1 321 745 3151,ATC,CYYZ,I
66810753,D,ACA793,B763,I ,CYYZ,23,09/05/2017 1:07,KLAX,0,09/05/2017 1:07,CFCAF,ADSB NRP TCAS7.1,ATC,CYYZ,I
66810737,A,WJA562,B736,I ,CYWG,A,09/05/2017 1:06,CYYZ,24R,09/05/2017 1:06,CGWSJ,,ATC,CYYZ,I
66810727,D,ACA185,A321,I ,CYYZ,23,09/05/2017 1:06,CYVR,0,09/05/2017 1:06,CGITY,TCAS,ATC,CYYZ,I
66810644,D,CFG403,B763,I ,CYYZ,23,09/05/2017 1:04,EDDF,0,09/05/2017 1:04,GDAJC,CFG2403 TCAS RVR/075,ATC,CYYZ,I
66810637,A,LOT45,B788,I ,EPWA,A,09/05/2017 1:04,CYYZ,24R,09/05/2017 1:04,SPLRB,,ATC,CYYZ,I
66810638,D,CFBNS,FA7X,I ,CYYZ,23,09/05/2017 1:02,MMTO,0,09/05/2017 1:02,CFBNS,ADSB TSA WAIVER 2017INT137244A MEXICO 4151635 E/0604 P/6 S/MD J/LF D/2 26 YELLOW A/WHITE RED C/PAYETTE,ATC,CYYZ,I
66810676,A,ACA116,B789,I ,CYVR,A,09/05/2017 1:01,CYYZ,24R,09/05/2017 1:01,CFRSA,ADSB NRP TCAS 7.1,ATC,CYYZ,I
66810648,D,ACA547,E190,I ,CYYZ,23,09/05/2017 1:00,KPDX,0,09/05/2017 1:00,CFHKI,OK TCAS,ATC,CYYZ,I
66810566,D,CFPHS,B735,I ,CYYZ,23,09/05/2017 0:59,CYYJ,0,09/05/2017 0:59,CFPHS,ADSB E/0643 P/TBN D/2 20 YLO A/WHT WITH BLU GRY STRPES C/SCHELLER,ATC,CYYZ,I
66810594,A,ACA796,A321,I ,KLAX,A,09/05/2017 0:57,CYYZ,24R,09/05/2017 0:57,CFGKN,NRP TCAS,ATC,CYYZ,I
66810568,D,WJA323,B738,I ,CYYZ,23,09/05/2017 0:56,CYXE,0,09/05/2017 0:56,CFLBV,OK ADSB,ATC,CYYZ,I
66810591,A,ROU1696,A319,I ,CYXX,A,09/05/2017 0:55,CYYZ,24R,09/05/2017 0:55,CGBHO,NRP TCAS OPERATED ON BEHALF OF ACA,ATC,CYYZ,I
66810524,D,ACA1175,A320,I ,CYYZ,23,09/05/2017 0:54,CYVR,0,09/05/2017 0:54,CGKOD,OK NRP TCAS,ATC,CYYZ,I
66810533,A,ACA114,B763,I ,CYVR,A,09/05/2017 0:53,CYYZ,24R,09/05/2017 0:53,CFXCA,ADSB NRP TCAS7.1,ATC,CYYZ,I
66810523,D,WJA513,B738,I ,CYYZ,23,09/05/2017 0:53,CYLW,0,09/05/2017 0:53,CGZWS,OK,ATC,CYYZ,I
66810542,D,CFIGI,F900,I ,CYYZ,23,09/05/2017 0:51,EGGW,0,09/05/2017 0:51,CFIGI,OK PHONE 0014102662266 REQUEST FL410 NOT 390 OFFSHORE CAPABLE AGCS E/0918 P/4 A/WHT BLK C/MARK BRANDSTETTER,ATC,CYYZ,I
66810518,A,CPA826,B77W,I ,VHHH,A,09/05/2017 0:51,CYYZ,24R,09/05/2017 0:51,BKQE,ADSB ACAS II,ATC,CYYZ,I
66810427,A,ACA859,B789,I ,EGLL,A,09/05/2017 0:49,CYYZ,24R,09/05/2017 0:49,CFGDZ,ADSB TCAS 7.1,ATC,CYYZ,I
66810443,D,BAW5CA,B772,I ,CYYZ,23,09/05/2017 0:48,EGLL,0,09/05/2017 0:48,GVIIK,A+5OK ADSB LAHSO NOT AUTHORISED TCAS RVR/075,ATC,CYYZ,I
66810478,A,WJA1101,B738,I ,KLAX,A,09/05/2017 0:47,CYYZ,24R,09/05/2017 0:47,CGNDG,ADSB,ATC,CYYZ,I
66810330,D,JAI233,B77W,I ,CYYZ,23,09/05/2017 0:45,EHAM,0,09/05/2017 0:45,VTJES,A+5 ADSB TCAS II EQUIPPED,ATC,CYYZ,I
66810318,A,RZO333,A332,I ,LPLA,A,09/05/2017 0:44,CYYZ,24R,09/05/2017 0:44,CSTRY,ADSB RVR 300,ATC,CYYZ,I
66810369,A,ACA756,A320,I ,KSFO,A,09/05/2017 0:42,CYYZ,24R,09/05/2017 0:42,CFKCK,NRP TCAS,ATC,CYYZ,I
66810372,A,SKV7617,E170,I ,KDCA,A,09/05/2017 0:40,CYYZ,24R,09/05/2017 0:40,CFRQN,TCAS SKV CALLSIGN MAPLE,ATC,CYYZ,I
66810281,A,SWG725,B738,I ,MRLB,A,09/05/2017 0:38,CYYZ,24R,09/05/2017 0:38,CFPRP,,ATC,CYYZ,I
66810293,A,ACA270,E190,I ,CYWG,A,09/05/2017 0:36,CYYZ,24R,09/05/2017 0:36,CFHJU,TCAS NADP1,ATC,CYYZ,I
66810170,D,ACA84,B789,I ,CYYZ,23,09/05/2017 0:30,LLBG,0,09/05/2017 0:30,CFNOH,ADSB TCAS 7.1,ATC,CYYZ,I
66810144,A,BAW99,B772,I ,EGLL,A,09/05/2017 0:29,CYYZ,24R,09/05/2017 0:29,GVIIC,ADSB NRP LAHSO NOT AUTHORISED TCAS,ATC,CYYZ,I
66810151,D,ACA620,B763,I ,CYYZ,23,09/05/2017 0:26,CYHZ,0,09/05/2017 0:26,CGLCA,ADSB TCAS7.1,ATC,CYYZ,I
66810072,D,BFF103,FA10,I ,CYYZ,23,09/05/2017 0:23,CYWG,0,09/05/2017 0:23,CFSXX,H MEDEV AC,ATC,CYYZ,I
66809963,A,WJA549,B737,I ,CYYT,A,09/05/2017 0:20,CYYZ,33L,09/05/2017 0:20,CGWJO,F,ATC,CYYZ,I
66809943,D,ACA513,E190,I ,CYYZ,33R,09/05/2017 0:19,KORD,0,09/05/2017 0:19,CFNAP,TCAS,ATC,CYYZ,I
66809954,A,ACA146,A319,I ,CYYC,A,09/05/2017 0:18,CYYZ,33L,09/05/2017 0:18,CFZUL,TCAS,ATC,CYYZ,I
66809938,D,ACA846,A333,I ,CYYZ,33R,09/05/2017 0:17,EDDM,0,09/05/2017 0:17,CGHKX,ADSB TCAS,ATC,CYYZ,I
66809926,A,ACA877,B77L,I ,EDDF,A,09/05/2017 0:16,CYYZ,33L,09/05/2017 0:16,CFIUA,F ADSB TCAS 7.1,ATC,CYYZ,I
66809901,D,ROU1914,B763,I ,CYYZ,33R,09/05/2017 0:14,LEBL,0,09/05/2017 0:14,CGHLT,ADSB NRP TCAS 7.1 OPERATED ON BEHALF OF ACA,ATC,CYYZ,I
66809913,A,LN9099,LJ35,I ,KTEB,A,09/05/2017 0:14,CYYZ,33L,09/05/2017 0:14,N9099,MEDEVAC FLTPLAN 2032628900,ATC,CYYZ,I
66809915,D,ROU1938,B763,I ,CYYZ,33R,09/05/2017 0:11,EGPF,0,09/05/2017 0:11,CGHLU,ADSB TCAS 7.1 OPERATED ON BEHALF OF ACA,ATC,CYYZ,I
66809786,D,KLM86,B772,I ,CYYZ,33R,09/05/2017 0:09,EHAM,0,09/05/2017 0:09,PHBQA,ADSB TCAS RVR/075,ATC,CYYZ,I
66809785,A,N585DW,GLF5,I ,EGGW,A,09/05/2017 0:09,CYYZ,33L,09/05/2017 0:09,N585DW,ADSB EGGW SLOT MVI585,ATC,CYYZ,I
66809790,A,ROU1787,A319,I ,TGPY,A,09/05/2017 0:07,CYYZ,33L,09/05/2017 0:07,CFYJP,F NRP TCAS 7 1 OPERATED ON BEHALF OF ACA,ATC,CYYZ,I
66809800,D,AFR351,B77W,I ,CYYZ,33R,09/05/2017 0:07,LFPG,0,09/05/2017 0:07,FGSQO,ADSB ACAS TCAS RVR/075,ATC,CYYZ,I
66809654,A,ACA032,B77W,I ,ZBAA,A,09/05/2017 0:03,CYYZ,33R,09/05/2017 0:03,CFIUW,ADSB TCAS 7 1,ATC,CYYZ,I
66809624,D,EIN1MN,A332,I ,CYYZ,33R,09/04/2017 23:58,EIDW,0,09/04/2017 23:58,EIEWR,ADSB TCAS RVR/075,ATC,CYYZ,I
66809617,A,WJA4,B763,I ,EGKK,A,09/04/2017 23:57,CYYZ,33L,09/04/2017 23:57,CFWAD,ADSB,ATC,CYYZ,I
66809511,D,ACA836,B789,I ,CYYZ,33R,09/04/2017 23:55,LEMD,0,09/04/2017 23:55,CFKSV,ADSB NRP TCAS 7.1,ATC,CYYZ,I
